,text,label
10518,&quot;To catch a predator&quot; is scary and funny all at the same time. but mostly scary. --smile ur on candid camera ,0
10597,"#iranelection &quot;Iran's supreme leader, Ayatollah Ali Khamenei, has called Ahmadinejad's win a &quot;divine assessment&quot;.&quot; -USAToday ",0
10602,#iranelection i like Moussavi because i can pronounce his name. i hope things get worked out over there. no more death. ,0
10615,"#IranElection US is still '....engaging with Iran, in particular on the prospect of direct negotiations over its nuclear program' (CNN!) ",0
10658,"&quot;Ted, you're starring at my Boobs..&quot; - &quot;...to my defense: they're starring at me!&quot; ",1
10671,&quot;the arms&quot; left the building around an hr ago  Cant sleep without them  boooo! Another chapter for the horror movie in mind ;),0
10681,&quot;The hatred you're carrying is a live coal in your heart - far more damaging to yourself than to them.&quot;. Good night!! ,1
10687,"&quot;we really need these rains&quot; is so overused in melbourne, that US comedians were poking fun of it at the comedy fest ",0
10698,&quot;What is The Twitter?&quot; no really i have tried it and i still don't get it. I must be getting old ,0
10702,"&quot;When I saw you over there, I didn't mean to stare, my mind was everywhere, I wanna know you.&quot;  ",1
10705,"&quot;when you wish upon a star, makes no difference who you are. Anything your heart desires will come to you. ",1
10719,"#iremember happy pants, mullets, and bad, very bad blonde hair, and rats tails.  fashion victim of the 80's!",0
10750,#iremember when all i wanted was to have my prince charming find me &amp; we ride away on horses or in a carriage ,1
10808,"&quot;There's a part of you in every part of me and I can't outrun you.&quot; Ah, I love song lyrics ",1
10826,#kerrie says: Hi. I am Kerrie. Come and visit me. I am very fun for you...Kiss!! Kiss! Kiss. ,1
10902,#Marathon #Stockholm. It's amazing how the guy leading is approximately 4 minutes ahead the #2 LOVELY WEATHER  http://twitpic.com/69bt4,1
10920,#midnightromeo in 5 minnn!!!!  Can't wait! listening it that/putting it on my myspace then going to sleep! Ã¢â„¢Â¥ Twentyyyyyy today! ),1
10940,#MtAlbert Melissa Lee says there is no way rates would go up in super city Auckland. She must be nuts to say that ,0
10964,&quot;Turbo C++ IDE&quot; is a compiler for those people who have a fetish for blue screens after falling in love with BSODs. ,1
10986,"#musicmonday  If you like Seal...and Love songs, this is my choice for his best work...&quot;Kiss From a Rose&quot; - ",1
11007,#musicmonday Green Day 21st Century Breakdown. My sister bought for us to share but she isn't home yet  Hope she remembered..,0
11008,#musicmonday Ha! 1999 Qtip &amp; Raphael Saadiq http://tiny.cc/JAtru  &quot;Get involved&quot; I remember seeing this video. Tv heads=Dope!!! ,1
11044,"&quot;your the one that i want, ewh ewh ewh, honey!!&quot; i love that song! and its on the radio! ",1
11060,"#MusicMonday Sonata Arctica, for the real hardcore Metal Heads out there.  I LOVE Sonata Arctica, they are even better live. ;)",1
11111,&quot;What if I loved you? You know I love you... My everblue.&quot; Most depressing song ever. I love Mandy Moore ,1
11152,#myweakness geeky boys who pretend they are badass but are really adorable as can be and know how to make my knees all weak ,1
11187,(@ashlux) Note to self: stop the wiki bot from running in weekends. @faa_ifp stop spamming the fact that dev/test/prod is down. ,0
11190,"#myweakness Music, writing lyrics even if they always seem to be about sadness &amp; nothing more. my #2 Motley Crue ",1
11205,"#NASCAR 3 of my drivers finished in the top 10! #Kenseth, #Kahne, and #Mears. Poor #Gordon. ",0
11206,#nation anyone else having trouble viewing the live feed for #wsop14 final table? Just getting a video player with blank white screen ,0
11218,"#nomaintenance i find it amusing that in Iran they have blocked websites, n shut off cell service but forgot to block twitter... ",1
11262,#prestock  r#palmpre redwood city Sprint store now sold out had 25 i'm waiting for them to port my # systems crashing under load ,0
11270,"#randomfact Everytime I have Japanese or Thai at the restaurant, break out in hives. Don't know what I am allergic to ",0
11310,"(@brydiekennedy) going to download some apps for my iPod getting sick of all the games, minus solitaire it is my love  haha shutup henny",1
11374,"&quot;when you see the beauty around you,let each detail remind you to lift your head in praise&quot; ...just got home ",1
11390,&quot;With a bird I share this lonely view' I don't feel so good these days! I miss myself when at home ,0
11463,#Tallahassee Carlos' Cuban Cafe is closing Friday  This is the second area restaurant I've seen close since I started using Twitter.,0
11474,"(@kashtinthefitz) forget the shower because of the rain -&gt; onto playing NHL 09  -&gt; shut up, I do have a life.",1
11500,(@Tigen) Testing out Twitter coz the media wont shut up about it.....if you dont hear from me ever again try facebook ,1
11553,(cannot say this eloquently) I will enjoy these last few days of freedom before the destiny and fate have their way with me... ,0
11573,#thingswotimadeup since 1999 when it was stolen to make a tv series the moon was replaced by an artist impression painted on the balloon ,1
11629,(Sigh) &gt;of relief:Finished exams   &gt;with rolled eyes:Stuck on a train next to someone smelling of rancid dairylea/subway cheese ,0
11640,#Tweetie #Help @atebits_support Is there a shortcut key to &quot;Post&quot; the Tweet from the compose box? Enter doesn't work ,0
11646,#TwitHive seems to be a cool Twitter App. Looks like  the small TweetDeck Web Edition ... cant yet upload images  http://twithive.com,0
11657,#twitterpornnames Mine: Tiki The Mount  [name of first pet and name of the street where I grew up] I kid you not... @feliciaday,0
11664,#TWRF My besties. If only @ddlovato was there.  on Twitpic: http://ping.fm/NZfUT - My besties. If only.. http://ping.fm/OiLdZ,0
11708,(via @JenAnsbach) @DanEvansMusic You're a cross between Carmen Sandiego and Waldo sometimes. Hard for me to keep up.  http://twitter. ...,1
11739,* The Hills (aqain] makinq pLans &amp; ma boo wanna take me out HOWfcknCUTE!  &amp; i`m just thinkinq bout lif ; FL did m qoood (=,1
11816,***If you let them get you @brianangelday26.....THEY WIN*** Stay strapped in the fastlane &amp; trust me you'll VROOM  right past them!***,1
11868,(@shefaly) All famous people were people once. Their being public property is a new development.  This is a note to self too.,1
11889,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!",0
11899,#XboxE3 Crackdown 2  so those hints from @majornelson and @thevowel where leading up to this. Has the city become infected with some virus,1
11904,#yorly? @loz_84 (Lauren Carson):@Pink of course all of your albums are in our top 40! I have them all  yohttp://bit.ly/vQrNd,1
11938,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd ",0
11956,$170 for a full head of bleached foils and cut. That's suprisingly cheap. Will have lighter hair on Friday~ Yoshhhh. ,1
12022,&amp; @dj_flexONEe.. i actually DO have it but its not bad enough that i cant do anything loll but poor pitbull girl ,0
12027,&amp; btw... Good Morning Twitters!!!  hope u all have a crunk weekend &amp; remember to always stay on ur grind... Positively!,1
12104,"*** anyone know which air carrier comes in from N'Djamena in Chad? poxy barracks phone just ringing out. NOT impressed, miss my bro ",0
12151,*Flirtomatic LIVE Feed* ''are you going to run all the way home waving your arms in the air? (i would)  '' - www.flirtomatic.com,1
12208,"*Giggle* Okay @PuckTarget  (re: &quot;@NikkiPixel - Don't apologize! It was an observation, not a complaint.  &quot;) ? http://blip.fm/~6g32p",1
12216,"*hAPPY MOthER'S dAY, tO bOth Of MY MOMS &lt;3 WAtChiNG tWiliGht With MY fAMilY..ii lOVE tWiliGht!! tEAM EdWARd fOREVER ",1
12278,--&gt; @katyperry in June (28) in Portugal!! I don't know... should I go? Or is just another catching song?!? ,1
12378,"&quot; yeah well Harry is gone, I think&quot;   Awe  so sad. Cute old man isn't sure if his brother passed away :[",0
12404,*really* wanted to tweet when Buddy was talking about Twitter during Church this morning.  But I fought that urge.  Until we left.  ,1
12438,&quot;5ive a Day&quot; - we follow members of boyband 5ive as they struggle to eat their daily recommended intake of fruit and vegetables (@lukens) ,1
12441,&quot;A hammering in my head don't stop in a bullet train from tokyo to Los angeles&quot;  ('Hammering in my head&quot; - Garbage),1
12453,*sigh*  my youngest really does hate me.  I feel like a broken record and a piece of dirt off the bottom of a shoe ,0
12511,&quot;around the world...and then my teeth fall out...and then i put them back in&quot; hahahah. i miss them! ,0
12537,*sigh* this is what I get for sleeping in till 11:00... not tired... going for a walk around Boston and the Charles ,1
12563,&quot;born in east la &quot; is a down movie...brings back some memories   anyone down to smoke home herd tonight?,1
12565,&quot;Brides a la mode&quot; pow wow first thing this morning   This past weekend's lovely wedding fresh in my mind... pics soon!,1
12578,&quot;can you believe Trump owns Monday night Raw and he made it commercial free tonight&quot;.......wow could the night get any better ,0
12641,"*Petrilude, Exclusive package is here and it's AMAZING. You'll love it! I'll send you it all + more soon! love ya ",1
12716,*sigh* hit on harrrrd this morning at store and followed to parking lot.  I need a huge stick-on wart for my forehead. ,0
12737,"&quot;Enjoy when you can, &amp; endure when you must.&quot; -Joahann Wolfgang von Goethe #quote Time 4 both=heading 2 office ",1
12815,"*sigh* this day is like the best maybe not ), let's say it's one of the days where it is the best  *sigh*",1
12828,*sighs and yells* i have no interwebs im at the stupid library trying to let everyone know  i'll be back when i can,0
12831,"*sighs* broken phone, cloudy weather, bad headache, broken skateboard, best friend moving 5 hours away.......  I need a hug. ",0
12836,"*sighs* I'm going to end up finishing this book today, and the 2nd and 3rd books haven't come in yet!  #BlackJewelsSeries",0
12872,*twugs* mami! I need one too  @janinerockwell Man do I feel like a real ass right now; I'm in need of a hug (pouting),0
12901,&quot;He calls me 15 times a day&quot; &quot;She called Radio 1 15 times today but her dad put the phone down&quot; ,1
12936,"*The Kooks appearance cancelled due to illness* Peace and Love Festival fuck fuck fuck =| REALLY wanted to c em, this sucks SO hard  damn!",0
12947,*Uses CURA on @venefica* *Gives COFFEE to @AerithG7* *Uses DETACHMENT on @Jeraly* *Gives ETHER to Self* Yeah. I'm that dorky. Deal. ,1
12971,&quot;Hurt&quot; by Christina Aguilera is dedicated to my grandpa that passed away a few years ago.  Never got to meet him...,0
12997,"*Yawn* Gotta Go To Sleep,  BUT! I MADE IT ALL THE WAY TO QUESTION 102 IN THE IMPOSSIBLE QUIZ!!!! WOO HOO FRIKKETY HOO!!!",0
13138,". @AmyDymond EMP definitely cool, but NOT little kid friendly (they make you check diaper bags @ door) &amp; no photos allowed. ",0
13143,. @beautyandbedlam I finally found a dress to wear to concert after thrift store shopping all afternoon &amp; into evening-black even! $5.35 ,1
13210,"&quot;If I have to crawl upon the floor, come crashing through your door, baby i can't fight this feeling anymore.&quot; ",1
13296,"... but at least @mileycyrus and @ashleytisdale won something .  i thought i could ride and not be sore, but i was wrong. ",1
13305,&quot;I'm Gonna Run For Mayor&quot; &quot;You're The Wrong Color!&quot; LOL. I Love The Wire  N,1
13338,"... Grandma asked if there was a car outside. I said, ''no, just a truck with half naked men!'' ",1
